,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,channel_name,channel_id,channel_description,message_id,from_id,via_bot_id,date,edit_date,text,forwards,fwd_from,replies,reply_to,media,views,id,cleaned_text,text_length,lang
22257,25817,25817,28914,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",1216,,,2020-05-30 10:04:43,2020-05-30 11:09:32,"Professor Hueck, eine Grundschullehrerin unter anderem sind Redner.
Initiatorin ist neutral parteilos... so zur Info.

Stuttgart

USER

USER - Bilder und Videos hochladen USER - Diskussion USER
Fahren oder Mitfahren USER",9.0,,,,"MessageMediaPhoto(photo=Photo(id=5372936051175304612, access_hash=2998088009131612956, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x04\xc0a\x9fW\xff\xbd\xe9v\xa15:}\xa0v\xb9F\\\x90\xd5<\x96', date=datetime.datetime(2020, 5, 30, 10, 4, 43, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x1d\xb5p\tC\x87)\x8eI\x15_\xcd\xeb\xfe\x92\x7f\xef\x8a\xb3 b\xc4\x87\xc0\xf4\xc5DI#i\x90\xf3\xff\x00L\xeb\x9d\x00\xd8\xd8\xc8\xd8K\x82z\xff\x00\x05^\x83\xf8\xaa\xa2\x07c\xc4\xc7\xfe\xf8\xc5[\xb7\x04\x02\t\xc9\xf5\xc5\x0bp \x997\x82=\x0ez\xe2\xa1\x01B\xe3zu\xcf\xde?\xe3R\xc8X9\xc3\x00?\xdc&\xa2\xc8\xfe\xf8\xcf\xfb\xa6\x84\x03\xa3\x8f\xe6\r\x95 z\x13\xd6\xad\xc1\xfcUP?`\xe3\xe9\xb0\xd5\xb8?\x8a\x85\xb8\x10\xbe\xec\x9d\xb8\xfci\x98\x93\xd4QE!\x87\xef\x07u\xab6\xfd\x0eq\x9fj(\xa6\xb7\x11'), PhotoSize(type='m', w=232, h=320, size=24092), PhotoSize(type='x', w=446, h=616, size=80997)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",7825.0,Demotermine125028861012162020-05-30 11:09:32,"Professor Hueck , eine Grundschullehrerin unter anderem sind Redner . Initiatorin ist neutral parteilos ... so zur Info . Stuttgart USER USER - Bilder und Videos hochladen USER - Diskussion USER Fahren oder Mitfahren USER",220,de
3905,4516,4516,5228,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",28361,,,2021-11-26 17:15:04,2021-11-26 17:15:27,"Rede und Marsch der Institutionen mit Lobhudelei-Zwischenstopp.
Um reichlich Claqueure und Ja-Schreier wird gebeten. 

Auflage: 1,5m und Maske (oder Attest: mit Face-Schild), wer sich nicht dran hält wird mottogetreu ausgegrenzt und muss von außen zuschauen!!! 

Ordner-Interessenten bitte Warnweste mitbringen.

#BW #Sa2711 #Heidelberg

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",7.0,,"MessageReplies(replies=2, replies_pts=329064, comments=True, recent_repliers=[PeerUser(user_id=700514249), PeerUser(user_id=1479776071)], channel_id=1390786296, max_id=144716, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5262798422392551159, access_hash=9077371729267335564, file_reference=b'\x02J\x85\xe3\xe2\x00\x00n\xc9a\xbe\xefuXH~\x18J\x89\xf8\xfc\x1f\xac!\x83\xa8\xb1\xe9\x8f', date=datetime.datetime(2021, 11, 26, 16, 42, 18, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x17i|\xf03\x8f\xa5I\x1a\xa9\xce\xe6a\x8fE\xa8\x88\x1d\x9b&\x9d\n\x06\x90\x03\x9e\x7fZjoaZ6\x16v\x08\x06\x0bm?\xde\\f\x8a\x8e}\x8d&\x13q\x03\xa84P\xe4\xc2\xc8\x8cEq\xbb!\x08\x1e\xb85,bN\x8e\x00>\xa7""\xac\xb5\xc0\'""5_r)\xa9&\xf1\xf2\xaa\x82;\xe7\xadJC \x11#K\xf3\xeea\x8e\xa2\x8a\xb4A\x11\xee\xd8\xaf\xf9\xd1O@\x11,\xc6\xd2[\x04\xf5\xeb\x8cTV\xec\x00\xce\t\xcfaE\x14\x90\x135\xc1^\x10\xe1}1E\x14P\x07'), PhotoSize(type='m', w=185, h=320, size=30272), PhotoSize(type='x', w=462, h=800, size=148104), PhotoSize(type='y', w=740, h=1280, size=260635)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",5049.0,Demotermine1250288610283612021-11-26 17:15:27,"Rede und Marsch der Institutionen mit Lobhudelei-Zwischenstopp . Um reichlich Claqueure und Ja-Schreier wird gebeten . Auflage : 1,5 m und Maske ( oder Attest : mit Face-Schild ) , wer sich nicht dran hält wird mottogetreu ausgegrenzt und muss von außen zuschauen ! ! ! Ordner-Interessenten bitte Warnweste mitbringen . # BW # Sa2711 # Heidelberg Raus auf die Straßen USER 👉 Übersicht / Overview 👈",388,de
12418,14565,14565,16452,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",11283,,,2021-06-04 10:24:33,2021-06-04 13:20:57,"‼️Teilen Teilen Teilen ‼️
Wir rufen alle Organisationen auf morgen nach Münster zu kommen & uns zu Unterstützen
Gemeinsam Für die Zukunft unsere Kinder
Lassen Sie uns ein starkes Zeichen Setzten. 
Euer Markus Ra P. O.E NRW Team 🇩🇪🇮🇹🤝
URL

USER

04062021

Raus auf die Straße USER",3.0,,"MessageReplies(replies=0, replies_pts=290299, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaWebPage(webpage=WebPage(id=1132986625619451615, url='https://fb.me/e/1nH1Hlsnv', display_url='facebook.com/login', hash=0, type='article', site_name='Facebook', title='Log in or sign up to view', description='See posts, photos and more on Facebook.', photo=None, embed_url=None, embed_type=None, embed_width=None, embed_height=None, duration=None, author=None, document=None, cached_page=None, attributes=[]))",3530.0,Demotermine1250288610112832021-06-04 13:20:57,! ! ️Teilen Teilen Teilen ! ! ️ Wir rufen alle Organisationen auf morgen nach Münster zu kommen & uns zu Unterstützen Gemeinsam Für die Zukunft unsere Kinder Lassen Sie uns ein starkes Zeichen Setzten . Euer Markus Ra P. O.E NRW Team 🇩 🇪 🇮 🇹 🤝 URL USER 04062021 Raus auf die Straße USER,279,de
21162,24716,24716,27552,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2787,,,2020-09-12 06:34:50,2020-09-12 08:38:17,"Hamm

USER

Bilder und Videos hochladen USER - USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",4.0,,,,"MessageMediaPhoto(photo=Photo(id=5395442787907907246, access_hash=-8757631581196493265, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\n\xe3a\x9fW\xf0\x0b\xa2\xbcz\xa8\xd6\xc8mf\xd9\xa9\xec\x07Z\xe0D', date=datetime.datetime(2020, 9, 12, 4, 38, 20, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x1c\xd0i\xd4\xb6\x06\xf0i\xbfh\\}\xe6\xa8&\xe5\xcf$\x1c\xe2\x88\xdd\x15>q\xd4\xe0\x1fZ\xab\x12\xa5wbf\xbb\x89x,\xd9\xc5J\xb3)\\\x8d\xc7>\xf5\x94\x1b\x9c\x91\xfaU\xfbU&""y\xc1<V|\xc6\xee\x9aH\x82Y0\xe5J\x8c\xe4c\x8ay\x8c`d\x1cg\x8e\xb4\x8e\xa4\x9c\x93\x93\xf4\xa3\xcb\xf3@R\xd8\xf4\xe3\xa1\xa7\xcc\x8eNt\xd8:$K\xb8\x8e\x9c\xa8\xa9P\xeeEf\xeaG4\xdf\xb2\x92r\xceO\xfc\x04\xd4\x8bn\xf8\xe1\xf1\xf8\x1av6\xbb!`3\xff\x00\xd6\xa7\xc2\x99a\x83\x9e\xf4QY\xad\xceh\xea\xcb[X\xff\x00\x08\xa7($r\x06h\xa2\xb4:O'), PhotoSize(type='m', w=227, h=320, size=28568), PhotoSize(type='x', w=567, h=800, size=120463), PhotoSize(type='y', w=908, h=1280, size=201194)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",3796.0,Demotermine125028861027872020-09-12 08:38:17,Hamm USER Bilder und Videos hochladen USER - USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER,118,de
3791,4376,4376,5068,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",28530,,,2021-11-27 04:16:10,2021-11-27 04:17:39,"Eibiswald – FREIHEITSMARSCH

Gemeinsam sind wir stark!

Für Friede und Freiheit!

#AT #Sa2711 #Eibiswald

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",0.0,,"MessageReplies(replies=0, replies_pts=329064, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5264988456281553238, access_hash=1209486278181337292, file_reference=b""\x02J\x85\xe3\xe2\x00\x00ora\xbe\xefs\x0b\xcd\xd3D\n\xb5\xa7'\xca\xf9\xb5H\x0b\xe4\xebV"", date=datetime.datetime(2021, 11, 27, 4, 16, 10, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x1c\x9a\xe2\xfd\xa2\x9eX\xf7\xa0\xda>\\\xa9\xeb\x8az_G\x06#\xb8\x91\xd9\xfa\xef)\x80{\xd5y\xec%\x93,\xc4\x12I<\xe7\xbf\xd2\x98me\xdd\xf3\x8c\x83\x9c\x8d\x87\x04\xfa\xf4\xa2\xe3\xe5lw\xf6\x8c\xe2}\xccB\xc2I\x03p\xed\xda\xad\xd9]<\xf0\x97v\x8f;\xb1\xc5T\x16\xce\xdf}\xf3\xd3\x1f\xbbc\x803\xed\xefCY+\xb1f2\x92z\x91\x19\x14\xae>CM\xe1W\xe7\x9c\xfb\x1a\xaf\xe5\xc8\x0bdu\xff\x00n\xac\xc9,q\x01\xe6:\xa6zd\xd5\x7f\xb4C\x9e\'S\xff\x00\x03\xa6f9"",\xd9m\xc0s\xc8|\xd5\x85P\xa3\x03?\x895].`S\x93p\x9fM\xd5`:\xb2\x86\x07 \x8c\x82;\xd0\x03d\x89%Q\xbd\x15\x88\xe9\x91\x9cT\x7ff\x87?\xea\xa3\xff\x00\xbftQ@\x00\xb5\x83?\xeab\xc7\xfds\x150E\n\x00\x18\x00`\x01\xda\x8a)\x81'), PhotoSize(type='m', w=226, h=320, size=23566), PhotoSizeProgressive(type='x', w=302, h=427, sizes=[2768, 7512, 15932, 22819, 30341])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",2809.0,Demotermine1250288610285302021-11-27 04:17:39,Eibiswald – FREIHEITSMARSCH Gemeinsam sind wir stark ! Für Friede und Freiheit ! # AT # Sa2711 # Eibiswald Raus auf die Straßen USER 👉 Übersicht / Overview 👈,156,de
16243,18817,18817,20916,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",26849,,,2021-11-15 13:35:25,2021-11-15 13:37:21,"✅ FICHTELSCHÄNKE IN FRIEDERSDORF (SACHSEN)

So geht das & muss das, macht das ALLE so!

URL_fuer_unsere_Zukunft

Fichtelschänke Restaurant

Neufriedersdorf 23, 02742 Neusalza-Spremberg
URL

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",86.0,,"MessageReplies(replies=5, replies_pts=290292, comments=True, recent_repliers=[PeerUser(user_id=1142743978), PeerUser(user_id=1102490129), PeerUser(user_id=1527484802)], channel_id=1390786296, max_id=136581, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5226675445330720042, access_hash=7155967868293151349, file_reference=b'\x02J\x85\xe3\xe2\x00\x00h\xe1a\x9fW\x08\xb8\xa5?\xebE\x83\x1d/\x06\x8b~w\x10\xe79\xbb', date=datetime.datetime(2021, 11, 14, 12, 40, 52, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01(\x1ce\xb5\xa4/\x023!$\x8ey\xab\x02\xca\xdf?\xea\x8e>\xa7\xfci\x96\\\xda\xc7\xf4\xabC\xa51\x91\xad\x8d\xb7\xfc\xf1\xfdMej\x91$W{c]\xa3h\xe2\xb7\x139\xea+\x17X\xff\x00\x8f\xdf\xf8\x00\xa0E\xbb\x03\xfe\x88\x9f\x8d\\\x02\xa8\xd8\x1f\xf4U\xfa\xd5\xc5'\x14\x0c\x99\x07\xd6\xb1u\x9f\xf8\xfe\xff\x00\x80\n\xd9\x8c\xe4\xf5\xacmg\xfe?\xbf\xe0\x02\x810\xb5\xba\x8a(\x8299\xf6\xab\x89\xa8[w\x93\x1f\x81\xa2\x8a.\x04\xa9\xa8Z\x9f\xf9l?\x10k/T\x95&\xbb\xdd\x1b\x06]\xa0dQE\x0c\x0f""), PhotoSize(type='m', w=222, h=320, size=18061), PhotoSize(type='x', w=556, h=800, size=74348), PhotoSizeProgressive(type='y', w=890, h=1280, sizes=[15505, 39588, 57373, 90092, 122144])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",4046.0,Demotermine1250288610268492021-11-15 13:37:21,"✅ FICHTELSCHÄNKE IN FRIEDERSDORF ( SACHSEN ) So geht das & muss das , macht das ALLE so ! URL_fuer_unsere_Zukunft Fichtelschänke Restaurant Neufriedersdorf 23 , 02742 Neusalza-Spremberg URL Raus auf die Straßen USER 👉 Übersicht / Overview 👈",240,de
6520,7825,7825,8981,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",20197,,,2021-10-03 07:07:41,2021-10-03 07:08:12,"ARMAGEDON AUF DEN STRASsEN EUROPAS 

👉Paolo Simone Chat-Kanal
👉Paolo Simone Chat-Gruppe
👉Endlichfrei Kanal- Power mit Kommerzrechtwissen

Für Gratis-Schulungsportal hier anfordern. endlichfrei.problemUSER

Raus auf die Straßen USER",0.0,,"MessageReplies(replies=1, replies_pts=290292, comments=True, recent_repliers=[PeerUser(user_id=1309890782)], channel_id=1390786296, max_id=121477, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5963164556913018849, access_hash=287278936115895261, file_reference=b'\x02J\x85\xe3\xe2\x00\x00N\xe5a\x9fWIt\x06*\x14\x7f\x94\xfe1&\xc4(\x088\xce\xa3\xf4', date=datetime.datetime(2021, 10, 2, 15, 48, 43, tzinfo=datetime.timezone.utc), mime_type='audio/ogg', size=427057, dc_id=4, attributes=[DocumentAttributeAudio(duration=107, voice=True, title=None, performer=None, waveform=b'\xff_\xc8\x16\x83s~;\xdb\xa7\xf6F>\xbf\xe3\xfa#\xf0\xa5\xbb?\xbb\x06\xf0\xa4\xc0B\xfb\x81\xee\x18\xe8\xed4\xa0\xddo\xd0\xeb\x07\x1d|\x00,\xe0\x00|\xf0\x01\xb8\x00|`\x01\xf8\x80\x03p\x01\x06\xe0\x01\x00')], thumbs=[], video_thumbs=[]), ttl_seconds=None)",2585.0,Demotermine1250288610201972021-10-03 07:08:12,ARMAGEDON AUF DEN STRASsEN EUROPAS 👉 Paolo Simone Chat-Kanal 👉 Paolo Simone Chat-Gruppe 👉 Endlichfrei Kanal- Power mit Kommerzrechtwissen Für Gratis-Schulungsportal hier anfordern . endlichfrei.problemUSER Raus auf die Straßen USER,231,de
7357,8857,8857,10115,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",18951,,,2021-09-23 14:05:38,2021-09-23 14:05:23,"„Verheerende Bilanz“ – Mehr als eine Milliarde Euro für Regierungsberater seit 2017 — Epoch Times Nachrichten
URL 3:47

Raus auf die Straßen USER",6.0,,"MessageReplies(replies=0, replies_pts=290292, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5936969878248467740, access_hash=6247159798334364422, file_reference=b'\x02J\x85\xe3\xe2\x00\x00J\x07a\x9fWUg\xfd\xec\xd8\xaa~O\xb9\x9eZVDB\xf7\xf0$', date=datetime.datetime(2021, 9, 23, 14, 5, 25, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x17(!($\x04\x0c\xd4\xaa\xf1\x96\xdd\x8eOQ\x8a\xa8\x80\xff\x00\x1e\xd0\x0f\xe7@\xc9c\x83\xc7\xd6\x9aArwu\x19\xf9z\xf5\xe3\xa5W(\\\x0cc\xf3\xa5l\x9eI\xcf\xa8\xa8_\xadi\x14R\x15\xe3\x089'\x9e\x9d?\xc6\x8a\x8e\x8a\xb2\xcbc\x18\x03\xdf\x15\x1c\x98\x1d\xa8\xa2\xb22\x18\t\xcf\xf8\xd3\xb2\x83\xaa\xe7=(\xa2\xad\x14\x88\xdc\xa9?(\xda(\xa2\x8a\xb2\xcf""), PhotoSize(type='m', w=320, h=180, size=21634), PhotoSize(type='x', w=800, h=450, size=82443), PhotoSize(type='y', w=1280, h=720, size=142800)], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",3282.0,Demotermine1250288610189512021-09-23 14:05:23,„ Verheerende Bilanz “ – Mehr als eine Milliarde Euro für Regierungsberater seit 2017 — Epoch Times Nachrichten URL 3:47 Raus auf die Straßen USER,145,de
7147,8589,8589,9821,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",19263,,,2021-09-25 11:33:25,2021-09-25 11:33:37,"Wir laufen wieder, jetzt Kudamm Ecke Giesebrechtstr.
Sollten wir nochmal gestoppt werden, denkt dran, ab 15 Uhr ist eine Demo von der Basis am Ernst-Reuter-Platz!

Berlin

Raus auf die Straßen USER",0.0,,"MessageReplies(replies=0, replies_pts=290293, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,,2076.0,Demotermine1250288610192632021-09-25 11:33:37,"Wir laufen wieder , jetzt Kudamm Ecke Giesebrechtstr . Sollten wir nochmal gestoppt werden , denkt dran , ab 15 Uhr ist eine Demo von der Basis am Ernst-Reuter-Platz ! Berlin Raus auf die Straßen USER",197,de
18138,21462,21462,24008,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",23394,,,2021-10-26 15:45:25,2021-10-26 15:45:28,"#Maja Roth Sachseln 26.10.21 — Guido Böni
URL 1:38

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",0.0,,"MessageReplies(replies=0, replies_pts=290292, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=6038422228460219511, access_hash=6758569860323878813, file_reference=b'\x02J\x85\xe3\xe2\x00\x00[ba\x9fW)\xfc\xb4\x98\x1e\x95Bk\xb4\xc1c\xe8>`\xb5\xaaQ', date=datetime.datetime(2021, 10, 26, 15, 45, 19, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x1e(\xc7PX\xe0\x02O\xb5;\xca\x938\xd8\xd9\xfaQ\x1f\r\x9eF=\x0e*s18\xcb7\x1f\xed\x7f\xf5\xaa\x94[\xd8\n\xec\x8e\x98\xdc\xa4g\xd4Sjw\xfd\xe7Bx\xf59\xfe\x94\xb2\xdb\x84\x1drJ\xee\x15/Gf\x05j(\xa2\x80$\x8f\xa9\xe3<t\xfcj]\xc3\x9f\xddu\xfa\xd5z+H\xcf\x95XV'f\xc0$&\xde)\x0c\xab\xe5m\x03\xe6\xcf_J\x86\x8a\x99>gq\x89E\x14T\x81""), PhotoSize(type='m', w=320, h=240, size=9291), PhotoSizeProgressive(type='x', w=640, h=480, sizes=[2555, 5773, 11017, 14528, 21323])], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",2423.0,Demotermine1250288610233942021-10-26 15:45:28,# Maja Roth Sachseln 26.10.21 — Guido Böni URL 1:38 Raus auf die Straßen USER 👉 Übersicht / Overview 👈,102,de
2408,2664,2664,3038,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",30794,,,2021-12-08 08:20:57,2021-12-08 08:21:26,"ℹ DIE FREIEN MECKLENBURGER 

SELBSTVERSTÄNDLICH GEHEN 
WIR FREIEN MECKLENBURGER 
WIEDER AM MONTAG IN
SCHWERIN SPAZIEREN !!!

18.00 UHR GEHT'S LOS !!!


WIR FREIEN MECKLENBURGER 
WEHREN UNS GEGEN 
IMPF-ZWANG UND TYRANNEI !!!

#MV #Mo1312 #Schwerin

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",20.0,,"MessageReplies(replies=5, replies_pts=329064, comments=True, recent_repliers=[PeerUser(user_id=721410789), PeerUser(user_id=1575499540), PeerUser(user_id=772625857)], channel_id=1390786296, max_id=155754, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5296745637741706022, access_hash=2874215406966010709, file_reference=b'\x02J\x85\xe3\xe2\x00\x00xJa\xbe\xef]\xc5\xb7b$O6\xad\xf6\xcd!$\xf7+r\xf6\xa8', date=datetime.datetime(2021, 12, 8, 2, 0, 56, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01'(}\xcd\xf1\x82\xed\x91\x93rq\xd3\xadK\r\xdcr\xa8\x0b2\x82G!\xb84\xcb\x9b\x11u#H\x1c\xabt\xc62*\x8c\xba}\xc4}\x13x\xf5^kT\xa0\xd0\x1a\xcc\xef\x80A\x19\xef\xefJ\xee\xfb\t\x0c\x08\xf7\xac!,\xd1\x1cnu\xc7cVc\xd4\x18\xae\xc9W\x8c\xfd\xe1O\xd9\x8bSF\x05\x93vA\xcd\x14\xdbK\xa8p\xa8\xae\t'\x8ey\xa2\xa2W\xb8\x91\x1c\xb7\x86\t\x8al\xdc:\xe74\xe5\xbf\x84\x8er\xa7\xd1\xaaIlb\x9aB\xec\xcc\x0fL\n\x89\xf4\xb4\xdavH\xdb\xbd\xfaVn\xf77^\xce\xca\xfb\x96?u:\xe3(\xc0\xf6\xcej\xb4\xd6\x101\xc2\x82\xa7\xd8\xd42i\xb3(\xca\x15o\xc7\x06\xa0\xddsn\xdc\x96_\xafJ\x14\x9a\x1f\xb3O\xe1e\x84\xd3Z)VDp\xdbNpx4Q\x16\xa2\xe5\x95\x19\x14\xe4\xe3#\x8a*\xbd\xa3d:rF\x86\xd7.Hn\xf4\xe0\x8e\x07\xde\xedE\x14\x88Li\x0c\x839\x03\x8a63\x8c\xb1\x1c\xd1E\x16\x1d\xc8\xcd\xaca\xd4\xed\x00\x8er\x05\x14Q@6\xcf""), PhotoSize(type='m', w=320, h=311, size=26583), PhotoSize(type='x', w=800, h=777, size=100699), PhotoSize(type='y', w=1199, h=1164, size=111066)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",4788.0,Demotermine1250288610307942021-12-08 08:21:26,i DIE FREIEN MECKLENBURGER SELBSTVERSTÄNDLICH GEHEN WIR FREIEN MECKLENBURGER WIEDER AM MONTAG IN SCHWERIN SPAZIEREN ! ! ! 18.00 UHR GEHT'S LOS ! ! ! WIR FREIEN MECKLENBURGER WEHREN UNS GEGEN IMPF-ZWANG UND TYRANNEI ! ! ! # MV # Mo1312 # Schwerin Raus auf die Straßen USER 👉 Übersicht / Overview 👈,298,de
6024,7211,7211,8309,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",20872,,,2021-10-09 12:54:49,2021-10-09 12:55:49,"Das sind wir - Stuttgart

Überwachung des Vorganges

Das Virusle braucht den Ausweis... 

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",13.0,,"MessageReplies(replies=3, replies_pts=290293, comments=True, recent_repliers=[PeerUser(user_id=883117551), PeerUser(user_id=859200995)], channel_id=1390786296, max_id=123186, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5409166333243822540, access_hash=3689270433944354900, file_reference=b'\x02J\x85\xe3\xe2\x00\x00Q\x88a\x9fWB\x05<}QDz\x006-\x88YF\xcfF\x01\x9d', date=datetime.datetime(2021, 10, 9, 12, 53, 35, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=5491384, dc_id=2, attributes=[DocumentAttributeVideo(duration=37, w=848, h=464, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='IMG_7378.MOV')], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01\x16(}\xac>\\\x12\xb3\x10\x03\xc6p+>\xe1\x1a7\n3\xb9Oj\xb75\xc1\x08\xc0\x13\x828\xe6\xa1\xf9\xbc\xad\xd8\xc0\x03\x9fzHl\x90J\xf2[.\tf\xc1\xcfzF\xf4\x1d\xa9a\\*\x8e\x14\x93\x81\x93\xd6\x9a\xd9Ge~J\x9eh\xea\x03\x8f,\xdfJ)\x15\x83n4P""""\x85\xd3\x8d\xbc\x8c\xf3\xda\xac\xc0\xa4G\x969\xcf zQE\x05\x13yBL\x13\xd8\xe6\xa9\xdc\xfe\xee\xe4\xf2N\xe1\x93\x9a(\xa4\x81\x8d \x0c\x11\xc0#4QEQ\''), PhotoSize(type='m', w=320, h=175, size=18996)], video_thumbs=[]), ttl_seconds=None)",10915.0,Demotermine1250288610208722021-10-09 12:55:49,Das sind wir - Stuttgart Überwachung des Vorganges Das Virusle braucht den Ausweis ... Raus auf die Straßen USER 👉 Übersicht / Overview 👈,140,de
