,id,tokens,ner_tags
242,Demotermine1250288610125832021-07-19 08:52:02,"['Wangen', '@SchweizChat', '19072021', '@Veranstaltungen']","['B-LOC', 'O', 'B-DATE', 'O']"
243,Demotermine1250288610156372021-08-28 18:13:40,"['20:13', 'Uhr', ',', 'Tagesschau', ':', 'Lottozahlen', 'ohne', 'Gewähr', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['I-TIME', 'I-TIME', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
244,Demotermine125028861026752020-09-06 11:40:08,"['Konstanz', '03.10.2020', 'Mehr', 'Infos', 'https://t.me/Demotermine/2662']","['B-LOC', 'B-DATE', 'O', 'O', 'O']"
245,Demotermine125028861010811,"['‼️', '😯', 'Staatsanwaltschaft', 'Berlin', 'will', 'meinen', 'Flügel', '(', 'Piano', ')', 'nicht', 'rausgeben', '😮', 'Nun', 'soll', 'es', 'auf', 'einmal', 'um', 'Widerstand', 'gegen', 'Vollstreckungsbeamte', 'gehen', '.', 'Erst', 'hieß', 'Landfriedensbruch', 'Was', 'hat', 'dieses', 'getan', '?', 'Ich', 'überlege', 'eventuell', 'direkt', 'vor', 'dem', 'LKA', ',', 'dort', 'wo', 'mein', 'in', 'Gefangenschaft', 'ist', 'eine', 'Demo', 'zu', 'machen', ':', 'LASST', 'DAS', 'PIANO', 'FREI', '!', 'Wer', 'wäre', 'dabei', 'Folgt', 'meinem', 'Telegram', 'Kanal', 'http://t.me/pianoacrosstheworld', 'Vielen', 'Dank', 'Euch', 'Allen', 'die', 'ihr', 'mich', 'so', 'unterstützt', 'habt', '❤', '️', '🙏', 'Wir', 'weiter', 'Freedom', 'Peace', 'and', 'Love', 'Euer', 'Arne', 'Neue', 'Fälle', '@Prozessbeobachter', '-', 'Diskussion', '@Gerichtsbarkeit', 'Termin', 'mitteilen', '@Terminverteiler_Bot']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACTION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
246,Demotermine1250288610133812021-08-01 11:17:01,"['Berlin', 'Reichsstraße', 'gegen', 'Mittag', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'B-LOC', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O']"
247,Demotermine12502886105157,"['Nun', 'sollte', 'jedem', 'klar', 'sein', 'weshalb', 'der', 'Zwang', 'zur', 'FFP', '2', 'Maske', '(', 'u.a.', 'in', 'Bayern', ')', 'kommt', '.', 'Quelle', 'FB']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG']"
248,Demotermine125028861011151,"['Dr.', 'med', '.', 'Jens', 'Bengen', 'Diese', 'Nachricht', 'hat', 'uns', 'gerade', 'erreicht', ',', 'wir', 'trauern', 'mit', 'ihm', 'und', 'gedenken', 'seinem', 'Bruder', 'als', 'einen', 'der', 'ersten', 'Ärzte', 'sich', 'geäußert', 'den', 'Menschen', 'geholfen', 'Wer', 'hatte', 'kein', 'Attest', 'des', 'Arztes', 'dem', 'Schwert', 'Wahrheit', '🙏', 'Ruhe', 'in', 'Frieden', 'lieber', 'Kampf', 'geht', 'weiter', '✊', 'hier', 'die', 'seines', 'Bruders', ':', '""', 'Mein', '(', '-', ')', 'ist', 'im', 'Corona', '--', 'Krieg', 'gegen', 'Menschheit', 'gefallen', '!', 'Er', 'vorgestern', 'das', 'Leben', 'genommen', 'Möge', 'seine', 'Seele', 'finden', 'In', 'unendlicher', 'Trauer', 'Dein', 'Falko', '@JensBengen']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
249,Demotermine125028861034162020-10-27 19:52:16,"['Düsseldorf', '@NordrheinWestfalenInfoChat', '31102020']","['B-LOC', 'O', 'B-DATE']"
250,Demotermine125028861099622021-05-05 04:43:09,"['Protestzug', 'für', 'Grundrechte', 'und', 'Gesundheit', 'immer', 'Montags', 'um', '18:30', 'am', 'Jakobsplatz', 'Nürnberg', '.', '🥁', '👉', '@GegenDieMaskenPflicht2020', '❤', '️', '🕊', '🇩', '🇪', '@BayernInfoChat', '10052021', '-', '17052021', '24052021', '31052021', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-ACTION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-DATE', 'B-DATE', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
251,Demotermine1250288610220852021-10-18 15:34:07,"['📆', 'MAHNWACHE', '👉', '🏻', 'mehr', 'Infos', 'dazu', '#Termin', '#Murrhardt', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', 'Übersicht', '/', 'Overview', '👈']","['O', 'B-ACTION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
252,Demotermine1250288610317732021-12-14 08:19:39,"['Ravensburg', ',', '13.12.2021', 'Link', '#Highlight', 'Video-Link', 'für', 'jeden', 'Internet-Browser', 'wie', 'Chrome', 'Firefox', 'Safari', 'Edge', 'außerhalb', 'Telegram', 'https://t.me/s/Demotermine/31773', '(', 'zum', 'Abspielen', 'ist', 'nicht', 'erforderlich', 'funktioniert', 'YouTube', ')', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['B-LOC', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'B-ORG', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
253,Demotermine1250288610215912021-10-15 09:44:01,"['🔥', 'Räumung', 'des', 'Köpi', ':', 'Da', 'sich', 'wahrscheinlich', 'einige', 'Hausbesetzer', 'an', 'Bäumen', 'festgekettet', 'haben', ',', 'kommen', 'nun', 'Polizeikletterer', 'zum', 'Einsatz', '.', '#b1510', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
254,Demotermine1250288610247202021-11-02 19:05:52,"['Marokko', ':', 'Landesweite', 'Proteste', 'gegen', 'den', 'Impfpass', '👉', '🏻', 'Neuer', 'Beitrag', '@RT_Deutsch']","['B-LOC', 'O', 'O', 'B-ACTION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
255,Demotermine1250288610132652021-07-31 13:44:11,"['Demo', 'von', 'Arabern', 'am', '31.7.21', 'vor', 'dem', 'Brandenburger', 'Tor', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['I-ACTION', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']"
256,Demotermine125028861085502021-04-02 09:35:11,"['Stuttgart', 'Wilhelmsplatz', '@querdenken231', '@BadenWuerttembergInfoChat', '03042021', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'B-LOC', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
257,Demotermine125028861044562020-12-11 01:50:09,"['""', 'Das', 'Bundesverfassungsgericht', 'hat', 'das', 'Merkel-Regime', 'als', 'Diktatur', 'überführt', '.', 'Wie', 'die', 'Richter', 'feststellten', ',', 'gilt', 'Grundrecht', 'auf', 'Demonstrationsfreiheit', 'auch', 'in', 'der', 'Corona-Krise.', 'Die', 'aktuelle', 'Praxis', 'nach', 'Demonstrationen', 'untersagt', 'sind', 'und', 'teils', 'brutal', 'aufgelöst', 'werden', 'verstößt', 'gegen', 'Grundgesetz', 'ist', 'ein', 'klares', 'Anzeichen', 'einer', 'menschenverachtenden', 'einem', 'Eilantrag', 'von', 'Stadt', 'Gießen', 'verhängtes', 'Versammlungsverbot', 'andauernden', 'Maßnahmen', 'zur', 'Eindämmung', 'Corona-Pandemie', 'heute', 'teilweise', 'stattgegeben', 'wiesen', 'höchstinstanzlich', 'an', 'erneut', 'über', 'angemeldete', 'Versammlungen', 'zu', 'entscheiden', 'Es', 'treffe', 'nicht', 'dass', 'geltenden', 'Corona-Verordnungen', 'generellen', 'Verbot', 'mit', 'mehr', 'zwei', 'Menschen', 'aus', 'unterschiedlichen', 'Haushalten', 'führen', 'heißt', 'es', 'Begründung', 'https://unserenatur.net/verfassungsgericht-entlarvt-brd-als-diktatur-demonstrationsrecht-gilt-trotz-corona-pandemie', '/', 'Bilder', 'Videos', 'hochladen', '@WiderstandAktiv', '-', 'Termine', 'Textform', '@Termine_Veranstaltungen', 'Fahren', 'oder', 'Mitfahren', '@Fahrgemeinschaft', 'Übernachten', '?', '@Unterkuenfte', '@Demotermine', '@DemotermineChat', '@Demoliebe']","['O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACTION', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
258,Demotermine1250288610287902021-11-28 21:46:24,"['Etwa', '320', 'Menschen', 'heut', 'beim', 'Anlichteln', 'in', 'Wilsdruff', '.', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['O', 'O', 'O', 'B-DATE', 'O', 'B-ACTION', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
259,Demotermine1250288610628,"['Wir', 'sehen', 'uns', 'am', '07.12.19', '...', 'um', '13:30', 'Uhr', 'in', 'ES', 'BLEIBT', 'SPANNEND', '.', '😝']","['O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O']"
260,Demotermine1250288610195372021-09-27 11:37:45,"['Autokorso', 'Mülheim', 'an', 'der', 'Ruhr', '#NW', '#Sa0210', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['B-ACTION', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
261,Demotermine1250288610145862021-08-22 02:18:56,"['Spaziergang', 'mit', 'denn', 'Trychler', 'in', 'Olten', '21.08.2021', '🇨', '🇭', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['B-ACTION', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
262,Demotermine12502886109988,"['Anti-Corona-Proteste', 'im', 'deutschsprachigen', 'Raum', '/', 'Stand', ':', '05.05.2021', '-', 'https://terminkalender.top']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O']"
263,Demotermine1250288610220,"['Demos', 'der', 'Partei', 'AfD', 'werden', 'in', 'AfD-Gruppe', 'geteilt']","['B-ACTION', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
264,Demotermine125028861052912021-01-18 18:48:38,"['Fasbenders', 'Woche', ':', 'Merkels', 'Mem', 'oder', 'der', '150.', 'Geburtstag', '—', 'RT', 'DE', 'https://youtu.be/BKFW3uguIdI', '7:45', '@RT_Deutsch', 'Details', 'https://t.me/Demotermine/5281', '@Demotermine']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
265,Demotermine1250288610191432021-09-24 11:22:12,"['Kretschmer', ',', 'Wanderwitz', 'und', 'Co', 'geht', 'der', 'Hintern', 'auf', 'Grundeis', '!', 'Die', 'Sächsische', 'Zeitung', 'muss', 'deshalb', 'jetzt', 'den', 'friedlichen', 'Bürgerprotest', 'diffamieren', '.', 'Aber', 'keine', 'Sorge', ':', 'Reaktionen', 'zeigen', 'dass', 'die', 'berechtigte', 'Wut', 'Bürger', 'bei', 'Adressaten', 'ankommt', 'Und', 'das', 'ist', 'gut', 'so', 'https://www.saechsische.de/politik/bundestagswahl/wie-die-freien-sachsen-den-wahlkampf-stoeren-5531029-plus-amp.html', 'FREIE', 'SACHSEN', 'im', 'Erzgebirgskreis', '@freie_erzgebirger', 'Raus', 'Straßen', '@Demotermine']","['B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
266,Demotermine125028861075532021-03-13 23:28:28,"['""', 'Wir', 'lassen', 'uns', 'unsere', 'Grundrechte', ',', 'die', 'Freiheiten', 'nicht', 'entwinden', 'wir', 'erringen', 'sie', 'und', 'kämpfen', 'zurück', '(', 'Dr.', 'Heinrich', 'Fiechtner', ')', '@Dr_Heinrich_Fiechtner', 'Raus', 'auf', 'Straße', '@Demotermine!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
267,Demotermine1250288610661,"['via', 'Land', 'schafft', 'Verbindung', 'https://www.youtube.com/watch?v=MwgK9vq2ROo']","['O', 'O', 'O', 'O', 'O']"
268,Demotermine125028861060472021-02-07 19:04:15,"['Grüße', 'vom', 'Autokorso', 'Heilbronn', 'Raus', 'auf', 'die', 'Straße', '@Demotermine']","['O', 'O', 'B-ACTION', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
269,Demotermine125028861047262020-12-27 07:26:50,"['‼️Jetzt', 'haben', 'sich', 'auch', 'Eric', 'Clapton', 'und', 'Van', 'Morrison', 'als', 'Corona-Querdenker', 'geoutet', '!', 'Ihr', 'neues', 'Stück', '""', 'Stand', '&', 'Deliver', 'wird', 'von', 'laut.de', 'schon', 'Verschwörungssong', 'diffamiert', '.', 'Nach', 'Xavier', 'Naidoo', ',', 'Nena', 'Michael', 'Wendler', 'den', 'deutschen', 'Metallern', 'Sodom', 'US-Rockern', 'Five', 'Finger', 'Death', 'Punch', 'anderen', 'zwei', 'weitere', 'Stars', 'der', 'Musikszene', 'Farbe', 'bekannt', 'Morgen', 'folgt', 'dazu', 'ein', 'ausführlicher', 'Beitrag', 'auf', 'COMPACT-Online!', '😎', 'https://youtu.be/DirL4RI1448', '@COMPACT_TV', '@Demotermine']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
270,Demotermine125028861081432021-03-25 20:30:28,"['📆', 'Für', 'Solidarität', ',', 'Demokratie', 'und', 'Selbstbestimmung', '👉', '🏻', 'mehr', 'Infos', 'dazu', '#Termin', '#QuerDenken!', '@BadenWuerttembergInfoChat', '28032021', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
271,Demotermine1250288610113952021-06-08 10:03:31,"['Nürnberg', '-', 'Greiz', 'Frankfurt', 'Bischofferode', '13062021', '27062021', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O']"
272,Demotermine125028861082052021-03-26 08:49:59,"['Linz', 'Hauptplatz', '@OesterreichChat', '26032021', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'B-LOC', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
273,Demotermine125028861048692021-01-03 11:20:43,"['Es', 'geht', 'um', 'euch', 'und', 'die', 'Zukunft', 'jedes', 'einzelnen', 'Menschen', '!', 'Jetzt', 'muss', 'jeder', 'entschlossen', 'für', 'sich', 'einstehen', 'auch', 'handeln', '.', '🚗', '🚙', '🚂', '🚴', '\u200d', '♂', '️Nutzt', 'Möglichkeit', 'steht', 'eure', 'ein', 'Treffen', 'wir', 'uns', 'in', 'Nürnberg', 'am', 'Sonntag', ',', 'den', '3.1.2020', '17:00', 'Uhr', 'auf', 'dem', 'Hauptmarkt', 'Die', 'Großdemo', 'wurde', 'zwar', 'abgesagt', 'aber', 'alles', 'kann', 'groß', 'werden', 'wenn', 'es', 'geschehen', 'lassen', 'Also', 'investiere', 'wertvolle', 'Zeit', 'Deine', '@BayernInfoChat', '03012021', 'Bilder', 'Videos', 'hochladen', '@WiderstandAktiv', '-', 'Termine', 'Textform', '@Termine_Veranstaltungen', 'Fahren', 'oder', 'Mitfahren', '@Fahrgemeinschaft', 'Übernachten', '?', '@Unterkuenfte', '@Demotermine', '@DemotermineChat', '@Demoliebe']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'B-TIME', 'I-TIME', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
274,Demotermine1250288610297242021-12-03 16:11:37,"['Gegenrede', 'von', 'Prof.', 'Brönneke', ':', 'Ich', 'mache', 'mir', 'Sorgen', 'um', 'Sie', '—', 'Offene', 'Gesellschaft', 'Kurpfalz', 'https://youtu.be/WtKLH4z5F70', '15:38', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
275,Demotermine1250288610292542021-12-01 18:00:45,"['Flughafen', '—', 'Wissensgeist', 'TV', '-', 'Nicole', 'Hammer', 'https://youtu.be/pD8nc1ULCFc', '9:55', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
276,Demotermine12502886105062,"['Nazis', 'im', 'Bundestag', 'Premiere', 'um', '22:00', 'Uhr', 'https://youtu.be/dMwezrefA1w']","['O', 'O', 'B-LOC', 'O', 'O', 'B-TIME', 'I-TIME', 'O']"
277,Demotermine1250288610309172021-12-08 22:42:01,"['Anti-Corona-Demonstration', 'vor', 'Manuela', 'Schwesigs', 'Haus', 'gerade', 'noch', 'gestoppt', '.', 'Die', 'Coronapolitiker', 'schicken', 'täglich', 'die', 'Coronapolizei', 'los', 'auf', 'das', 'ganze', 'deutsche', 'Volk', 'und', 'schon', 'seit', 'zwei', 'Jahren', 'Mehr', 'Informationen', ':', 'Kanal', 'https://t.me/coronasatanismus', 'HINTER', 'CORONA', 'STEHEN', 'SATANISTEN', ',', 'FREIMAURER', 'ROTARIER', 'LIONS', 'CLUBS', 'https://www.msn.com/de-de/nachrichten/politik/so-verhinderte-die-polizei-corona-demo-vor-dem-haus-von-manuela-schwesig/ar-AARB3Vr', 'Raus', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['B-ACTION', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
278,Demotermine125028861088302021-04-09 00:35:54,"['Olching', 'Volksfestplatz', '@amperfeen', '@BayernInfoChat', '11042021', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'B-LOC', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
279,Demotermine125028861010472020-05-20 09:38:20,"['🔴', 'Mittwoch', ',', '20.', 'Mai', 'DE', '▶', '️', 'Dortmund', 'Friedensplatz', '(', 'Spaziergang', ')', '🕝', '18.00', 'Gießen', 'Berliner', 'Platz', 'Mahnwache', 'Karlsruhe', 'Bundesverfassungsgericht', 'Gebets-Mahnwache/Tagsüber)', '🕛', '10:00', 'Luckenwalde', 'Parkplatz', 'Kaufland', '-', '🕣', '19.00', 'Markdorf', 'vor', 'Kath', '.', 'Kirche', 'Bommelspaziergang', '🕜', 'Mönchengladbach', 'Alter', 'Markt', 'Demo', '18.30', 'München', 'Viktualienmarkt', '/', 'Hlg', 'Geist', 'Neckarsulm', 'TEDI', '17.00', 'Nürnberg', 'Königstor', '🕖', 'Lorenzkirche', 'Meditationen', 'zur', 'Kaiserburg', '19.30', 'Pirna', 'Altstadt', 'Angemeldete', 'Kundgebung', 'durch', 'die', 'Gassen', 'Rendsburg', 'Schloßplatz', 'Kerze', 'aufstellen', 'Rostock', 'Warnemünde', 'Strand', '16.00', 'AT', 'Wien', 'Österreich', 'Heldenplatz', '16.30', '@Demostream', '@Demotermine', 'Bilder', 'und', 'Videos', 'hochladen', '@WiderstandAktiv', 'Diskussion', '@DemotermineChat', 'Fahren', 'oder', 'Mitfahren', '@Fahrgemeinschaft']","['O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'B-LOC', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'B-ACTION', 'O', 'O', 'B-TIME', 'B-LOC', 'B-LOC', 'I-LOC', 'B-ACTION', 'B-LOC', 'B-LOC', 'O', 'O', 'B-TIME', 'B-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'B-TIME', 'B-LOC', 'B-LOC', 'I-LOC', 'O', 'I-LOC', 'B-ACTION', 'O', 'B-LOC', 'B-LOC', 'I-LOC', 'B-ACTION', 'B-TIME', 'B-LOC', 'B-LOC', 'O', 'I-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'B-TIME', 'B-LOC', 'B-LOC', 'O', 'B-LOC', 'B-ACTION', 'O', 'O', 'B-TIME', 'B-LOC', 'B-LOC', 'B-ACTION', 'I-ACTION', 'I-ACTION', 'I-ACTION', 'I-ACTION', 'B-LOC', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'B-LOC', 'B-TIME', 'B-LOC', 'B-LOC', 'I-LOC', 'B-LOC', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
280,Demotermine1250288610253822021-11-06 16:21:07,"['Leipzig', ',', '6.11.21', 'https://t.me/bettinagorzolla', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!']","['B-LOC', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O']"
